date,channel,sessions,revenue,transactions,bounce_rate,avg_session_seconds,financial_year,week_number
2024-07-15,Email,168,0,1,0.3095,80.4167,2024,16
2024-07-15,Organic Search,2887,4937,11,0.213,98.5885,2024,16
2024-07-15,Organic Shopping,157,0,0,0.1783,78.8599,2024,16
2024-07-15,Organic Social,105,0,0,0.1714,89.1429,2024,16
2024-07-15,Organic Video,0,0,0,0,0,2024,16
2024-07-15,Paid Other,21,0,0,0.1905,99.9524,2024,16
2024-07-15,Paid Search,1800,12693.5,17,0.1039,157.7389,2024,16
2024-07-15,Paid Shopping,2462,4536,8,0.2656,60.8323,2024,16
2024-07-15,Paid Social,1245,0,0,0.102,59.0578,2024,16
2024-07-15,Referral,127,0,1,0.1969,92.8425,2024,16
2024-07-15,SMS,42,0,0,0.2381,103.5,2024,16
2024-07-15,Unassigned,233,0,0,0.9227,48.8712,2024,16
2024-07-16,Affiliates,121,955,2,0.1322,101.686,2024,16
2024-07-16,Cross-network,25,0,0,0.36,32.36,2024,16
2024-07-16,Direct,1410,13830,21,0.2511,99.5177,2024,16
2024-07-16,Display,81,0,0,0.2346,60.0741,2024,16
2024-07-16,Email,114,1881,2,0.3246,77.1053,2024,16
2024-07-16,Organic Search,2768,7419.5,17,0.215,102.5051,2024,16
2024-07-16,Organic Shopping,104,0,0,0.1731,77.2596,2024,16
2024-07-16,Organic Social,105,0,0,0.1905,72.2952,2024,16
2024-07-16,Organic Video,2,0,0,0,25.5,2024,16
2024-07-16,Paid Other,28,0,0,0.0714,126.5,2024,16
2024-07-16,Paid Search,1647,5095,8,0.0808,168.6369,2024,16
2024-07-16,Paid Shopping,2246,7917,15,0.2573,64.6002,2024,16
2024-07-16,Paid Social,1314,0,0,0.1119,65.0304,2024,16
2024-07-16,Referral,143,0,0,0.1469,103.028,2024,16
2024-07-16,SMS,33,0,0,0.3636,106,2024,16
2024-07-16,Unassigned,249,1323,3,0.8795,42.1888,2024,16
2024-07-17,Affiliates,134,2500,5,0.1716,100.2015,2024,16
2024-07-17,Cross-network,16,0,0,0.1875,43.5,2024,16
2024-07-17,Direct,1307,6422,14,0.2349,135.1056,2024,16
2024-07-17,Display,75,0,0,0.32,63.92,2024,16
2024-07-17,Email,88,0,0,0.3295,81.0568,2024,16
2024-07-17,Organic Search,2430,7685.5,16,0.2193,102.2037,2024,16
2024-07-17,Organic Shopping,116,365,1,0.1638,79.4138,2024,16
2024-07-17,Organic Social,95,0,0,0.2,74.3684,2024,16
2024-07-17,Organic Video,0,0,0,0,0,2024,16
2024-07-17,Paid Other,27,0,0,0.1852,142.037,2024,16
2024-07-17,Paid Search,1438,3593,8,0.0918,165.564,2024,16
2024-07-17,Paid Shopping,2207,4634,11,0.2506,58.5505,2024,16
2024-07-17,Paid Social,1173,131,1,0.1057,67.422,2024,16
2024-07-17,Referral,166,0,0,0.0964,72.4699,2024,16
2024-07-17,SMS,22,0,0,0.3636,52.6364,2024,16
2024-07-17,Unassigned,223,0,0,0.9193,33.3049,2024,16
2024-07-18,Affiliates,18,1680,1,0.5556,44.3889,2024,16
2024-07-18,Cross-network,3,0,0,0,35.6667,2024,16
2024-07-18,Direct,198,0,0,0.4444,56.6667,2024,16
2024-07-18,Display,11,0,0,0.3636,71.5455,2024,16
2024-07-18,Email,25,0,0,0.32,63.24,2024,16
2024-07-18,Organic Search,316,709,1,0.4082,68.0095,2024,16
2024-07-18,Organic Shopping,10,0,0,0.7,2.4,2024,16
2024-07-18,Organic Social,20,0,0,0.6,26.15,2024,16
2024-07-18,Organic Video,1,0,0,0,110,2024,16
2024-07-18,Paid Other,6,0,0,0.3333,66.6667,2024,16
2024-07-18,Paid Search,145,0,0,0.3103,92.5448,2024,16
2024-07-18,Paid Shopping,222,1368,2,0.3829,47.7613,2024,16
2024-07-18,Paid Social,141,0,0,0.1206,54.6667,2024,16
2024-07-18,Referral,23,0,0,0.1304,73.8261,2024,16
2024-07-18,SMS,1,0,0,0,35,2024,16
2024-07-18,Unassigned,13,0,0,0.6923,205.6923,2024,16
2024-07-19,Affiliates,59,1997,3,0.2712,80.6102,2024,16
2024-07-19,Cross-network,14,0,0,0.1429,88,2024,16
2024-07-19,Direct,804,6754,9,0.2749,87.0423,2024,16
2024-07-19,Display,39,0,0,0.359,51.7949,2024,16
2024-07-19,Email,78,175,1,0.2051,99.2821,2024,16
2024-07-19,Organic Search,1249,1704,3,0.2082,92.2474,2024,16
2024-07-19,Organic Shopping,55,953,2,0.1273,80.2545,2024,16
2024-07-19,Organic Social,36,0,0,0.0833,59.2778,2024,16
2024-07-19,Organic Video,0,0,0,0,0,2024,16
2024-07-19,Paid Other,13,0,0,0.1538,51.4615,2024,16
2024-07-19,Paid Search,785,4625.5,6,0.0739,165.0573,2024,16
2024-07-19,Paid Shopping,1134,6633,9,0.2416,58.7866,2024,16
2024-07-19,Paid Social,852,2622,2,0.115,61.4742,2024,16
2024-07-19,Referral,55,299,1,0.1818,61.8182,2024,16
2024-07-19,SMS,8,0,0,0.5,21,2024,16
2024-07-19,Unassigned,126,0,0,0.9286,24.7143,2024,16
2024-07-20,Affiliates,107,1606,2,0.1776,106.4486,2024,16
2024-07-20,Cross-network,26,0,0,0.3462,39.5385,2024,16
2024-07-20,Direct,1684,15056,21,0.2078,108.4887,2024,16
2024-07-20,Display,90,0,0,0.2444,88.3556,2024,16
2024-07-20,Email,118,0,0,0.2797,66.1949,2024,16
2024-07-20,Organic Search,2829,12514,16,0.1785,100.4263,2024,16
2024-07-20,Organic Shopping,158,0,0,0.1456,88.2975,2024,16
2024-07-20,Organic Social,75,0,0,0.2,88.6667,2024,16
2024-07-20,Organic Video,1,0,0,0,17,2024,16
2024-07-20,Paid Other,25,0,0,0.16,96.2,2024,16
2024-07-20,Paid Search,1737,14547,18,0.0754,174.905,2024,16
2024-07-20,Paid Shopping,2331,6263,14,0.2501,70.1308,2024,16
2024-07-20,Paid Social,1494,1698,2,0.0917,81.0616,2024,16
2024-07-20,Referral,159,0,0,0.1006,96.0629,2024,16
2024-07-20,SMS,7,0,0,0.7143,11.1429,2024,16
2024-07-20,Unassigned,272,6755,4,0.8088,42.1287,2024,16
2024-07-21,Affiliates,148,9746,8,0.1554,126.6554,2024,16
2024-07-21,Cross-network,32,0,0,0.1563,27.1875,2024,16
2024-07-21,Direct,1841,13255.5,19,0.2249,119.2787,2024,16
2024-07-21,Display,71,0,0,0.2676,88.5775,2024,16
2024-07-21,Email,95,2023,2,0.2421,101.2421,2024,16
2024-07-21,Organic Search,3362,9388,19,0.1999,99.528,2024,16
2024-07-21,Organic Shopping,164,844.1,2,0.1524,96.3049,2024,16
2024-07-21,Organic Social,120,0,0,0.1667,82.9833,2024,16
2024-07-21,Organic Video,0,0,0,0,0,2024,16
2024-07-21,Paid Other,18,0,0,0.1667,82.5556,2024,16
2024-07-21,Paid Search,2114,9740,17,0.0781,166.7848,2024,16
2024-07-21,Paid Shopping,2562,10731.5,22,0.2408,72.845,2024,16
2024-07-21,Paid Social,1662,0,1,0.1011,75.3063,2024,16
2024-07-21,Referral,168,1280,2,0.1369,121.8393,2024,16
2024-07-21,SMS,7,0,0,0.4286,3.7143,2024,16
2024-07-21,Unassigned,328,0,0,0.8262,41.2561,2024,16
2024-07-22,Affiliates,168,9936,7,0.1964,130.6488,2024,17
2024-07-22,Cross-network,17,0,0,0.2941,78.8235,2024,17
2024-07-22,Direct,1533,6374.5,18,0.2237,112.8493,2024,17
2024-07-22,Display,57,0,0,0.2456,42.7193,2024,17
2024-07-22,Email,1172,764,3,0.0674,102.3055,2024,17
2024-07-22,Organic Search,2942,5552,13,0.1869,97.8841,2024,17
2024-07-22,Organic Shopping,155,0,0,0.1806,92.2387,2024,17
2024-07-22,Organic Social,91,0,0,0.0989,102.9121,2024,17
2024-07-22,Organic Video,0,0,0,0,0,2024,17
2024-07-22,Paid Other,20,0,0,0.1,118.55,2024,17
2024-07-22,Paid Search,1761,6080.5,13,0.0926,164.5775,2024,17
2024-07-22,Paid Shopping,2434,9289.5,20,0.2568,62.1023,2024,17
2024-07-22,Paid Social,1546,2641,2,0.0983,69.7872,2024,17
2024-07-22,Referral,119,0,0,0.1765,88.0336,2024,17
2024-07-22,SMS,2,0,0,0.5,5.5,2024,17
2024-07-22,Unassigned,293,1927,1,0.9283,42.57,2024,17
2024-07-23,Affiliates,145,81,2,0.2138,187.869,2024,17
2024-07-23,Cross-network,18,0,0,0.2222,30.7778,2024,17
2024-07-23,Direct,1385,11627,16,0.2368,101.3906,2024,17
2024-07-23,Display,57,0,0,0.2456,60.2281,2024,17
2024-07-23,Email,579,279,1,0.2435,102.5544,2024,17
2024-07-23,Organic Search,2622,3351.75,7,0.209,91.0519,2024,17
2024-07-23,Organic Shopping,128,96,1,0.1797,77,2024,17
2024-07-23,Organic Social,97,0,0,0.2165,63.8969,2024,17
2024-07-23,Organic Video,0,0,0,0,0,2024,17
2024-07-23,Paid Other,21,0,0,0,136.0476,2024,17
2024-07-23,Paid Search,1553,4175,8,0.0869,152.5666,2024,17
2024-07-23,Paid Shopping,2125,4643,14,0.2649,61.9962,2024,17
2024-07-23,Paid Social,1400,0,0,0.0957,69.4221,2024,17
2024-07-23,Referral,136,0,0,0.1324,108.1176,2024,17
2024-07-23,SMS,6,0,0,0.1667,155.8333,2024,17
2024-07-23,Unassigned,227,34,1,0.9075,58.5903,2024,17
2024-07-24,Affiliates,166,3888,7,0.1928,165.0181,2024,17
2024-07-24,Cross-network,34,0,0,0.2059,70.9118,2024,17
2024-07-24,Direct,1520,8677.5,14,0.2342,105.5224,2024,17
2024-07-24,Display,78,0,0,0.2308,59.3462,2024,17
2024-07-24,Email,176,108,1,0.2955,98.2898,2024,17
2024-07-24,Organic Search,2643,6936,9,0.196,96.9932,2024,17
2024-07-24,Organic Shopping,127,1337,2,0.1339,117.5748,2024,17
2024-07-24,Organic Social,161,0,1,0.323,45.118,2024,17
2024-07-24,Organic Video,0,0,0,0,0,2024,17
2024-07-24,Paid Other,22,0,0,0.1818,114.6818,2024,17
2024-07-24,Paid Search,1484,5735,18,0.0903,165.5377,2024,17
2024-07-24,Paid Shopping,2442,5389.3,20,0.2469,65.2907,2024,17
2024-07-24,Paid Social,1324,3512,2,0.0763,74.031,2024,17
2024-07-24,Referral,137,743,1,0.146,82.7518,2024,17
2024-07-24,SMS,4,0,0,0,38.25,2024,17
2024-07-24,Unassigned,208,224,1,0.9327,43.2019,2024,17
2024-07-25,Affiliates,146,3897.1,4,0.1644,138.2466,2024,17
2024-07-25,Cross-network,25,215,1,0.24,44.44,2024,17
2024-07-25,Direct,1386,11575,14,0.2309,102.2078,2024,17
2024-07-25,Display,67,0,0,0.2388,67.9851,2024,17
2024-07-25,Email,133,0,1,0.2707,71.6541,2024,17
2024-07-25,Organic Search,2769,13574,16,0.2163,103.2698,2024,17
2024-07-25,Organic Shopping,134,0,0,0.1791,75.2537,2024,17
2024-07-25,Organic Social,126,0,0,0.3413,60.5317,2024,17
2024-07-25,Organic Video,1,0,0,0,8,2024,17
2024-07-25,Paid Other,16,0,0,0.25,179.3125,2024,17
2024-07-25,Paid Search,1669,4589,12,0.0995,175.4979,2024,17
2024-07-25,Paid Shopping,2292,2587,8,0.2513,65.4529,2024,17
2024-07-25,Paid Social,1337,528,2,0.086,71.6836,2024,17
2024-07-25,Referral,112,0,0,0.2143,87.5446,2024,17
2024-07-25,SMS,3,0,0,0,278,2024,17
2024-07-25,Unassigned,241,2563,1,0.9544,43.1286,2024,17
2024-07-26,Affiliates,136,7396,9,0.1912,152.4338,2024,17
2024-07-26,Cross-network,19,0,0,0.2632,36.8947,2024,17
2024-07-26,Direct,1521,2636.1,6,0.2564,98.3945,2024,17
2024-07-26,Display,56,0,0,0.2679,115.9643,2024,17
2024-07-26,Email,798,1079.1,1,0.0915,87.5439,2024,17
2024-07-26,Organic Search,2654,12086.6,13,0.2054,95.6511,2024,17
2024-07-26,Organic Shopping,149,0,0,0.2282,60.7718,2024,17
2024-07-26,Organic Social,93,0,0,0.172,71.6022,2024,17
2024-07-26,Organic Video,3,0,0,0.3333,39.6667,2024,17
2024-07-26,Paid Other,15,0,0,0.1333,90.5333,2024,17
2024-07-26,Paid Search,1610,6692.85,6,0.0857,169.377,2024,17
2024-07-26,Paid Shopping,1441,5389.6,13,0.2471,72.5725,2024,17
2024-07-26,Paid Social,1671,3147.1,3,0.0712,67.2029,2024,17
2024-07-26,Referral,148,2568.1,1,0.1892,92.9527,2024,17
2024-07-26,SMS,549,0,0,0.2186,69.5319,2024,17
2024-07-26,Unassigned,279,0,0,0.9032,53.3226,2024,17
2024-07-27,Affiliates,144,8535.2,7,0.2222,102.8889,2024,17
2024-07-27,Cross-network,37,125,1,0.2162,36.1892,2024,17
2024-07-27,Direct,1577,8654,14,0.2055,109.9994,2024,17
2024-07-27,Display,54,0,0,0.2963,77.5185,2024,17
2024-07-27,Email,394,5382.1,4,0.2107,87.0533,2024,17
2024-07-27,Organic Search,2953,14697.8,21,0.2028,110.5479,2024,17
2024-07-27,Organic Shopping,177,65,1,0.1582,106.6949,2024,17
2024-07-27,Organic Social,123,0,0,0.1545,136.1382,2024,17
2024-07-27,Organic Video,0,0,0,0,0,2024,17
2024-07-27,Paid Other,21,0,1,0.2381,98.1905,2024,17
2024-07-27,Paid Search,1847,14436.4,23,0.0774,172.1613,2024,17
2024-07-27,Paid Shopping,1361,1526,9,0.2594,73.1844,2024,17
2024-07-27,Paid Social,1951,1798.2,1,0.0943,71.8708,2024,17
2024-07-27,Referral,152,0,0,0.1513,105.3224,2024,17
2024-07-27,SMS,130,0,0,0.3385,73.6385,2024,17
2024-07-27,Unassigned,297,748,1,0.862,42.2256,2024,17
2024-07-28,Affiliates,149,2964.2,3,0.1678,150.0201,2024,17
2024-07-28,Cross-network,31,0,0,0.2581,100.6774,2024,17
2024-07-28,Direct,1730,23573.4,20,0.2312,108.8497,2024,17
2024-07-28,Display,44,0,0,0.3409,88.7045,2024,17
2024-07-28,Email,818,5515.2,6,0.1504,99.7335,2024,17
2024-07-28,Organic Search,2904,12568.7,15,0.1921,97.6532,2024,17
2024-07-28,Organic Shopping,209,143,2,0.1866,86.6699,2024,17
2024-07-28,Organic Social,111,0,0,0.1802,68.6486,2024,17
2024-07-28,Organic Video,1,0,0,0,130,2024,17
2024-07-28,Paid Other,24,0,0,0.1667,67.8333,2024,17
2024-07-28,Paid Search,1799,12300,17,0.0789,168.0128,2024,17
2024-07-28,Paid Shopping,1518,6150.2,15,0.2431,75.7602,2024,17
2024-07-28,Paid Social,2109,2698.2,2,0.0706,69.0356,2024,17
2024-07-28,Referral,163,1178,1,0.1227,144.3313,2024,17
2024-07-28,SMS,55,0,0,0.4,56.2909,2024,17
2024-07-28,Unassigned,319,443,2,0.8464,58.7994,2024,17
2024-07-29,Affiliates,149,3708,7,0.1678,168.3893,2024,18
2024-07-29,Cross-network,20,0,0,0.35,35.25,2024,18
2024-07-29,Direct,1478,5950.5,10,0.2605,95.3478,2024,18
2024-07-29,Display,33,0,0,0.1818,82.2424,2024,18
2024-07-29,Email,221,3847.1,3,0.2986,115.8462,2024,18
2024-07-29,Organic Search,2627,10154,20,0.2162,99.9631,2024,18
2024-07-29,Organic Shopping,147,0,0,0.2109,74.1224,2024,18
2024-07-29,Organic Social,80,0,0,0.225,71.5375,2024,18
2024-07-29,Organic Video,0,0,0,0,0,2024,18
2024-07-29,Paid Other,19,0,0,0.3158,111.6316,2024,18
2024-07-29,Paid Search,1729,4038,14,0.092,164.1191,2024,18
2024-07-29,Paid Shopping,1816,6571.5,14,0.2456,61.5292,2024,18
2024-07-29,Paid Social,1085,1895.7,4,0.1106,63.1548,2024,18
2024-07-29,Referral,113,1386,1,0.2655,113.708,2024,18
2024-07-29,SMS,21,0,0,0.3333,77.5714,2024,18
2024-07-29,Unassigned,208,0,0,0.9471,40.0337,2024,18
2024-07-30,Affiliates,139,3831,5,0.2374,86.0935,2024,18
2024-07-30,Cross-network,26,0,0,0.1923,40.9615,2024,18
2024-07-30,Direct,1275,9071,15,0.24,98.7576,2024,18
2024-07-30,Display,52,0,0,0.1923,67.1154,2024,18
2024-07-30,Email,115,0,0,0.2783,90.8435,2024,18
2024-07-30,Organic Search,2478,8942.5,13,0.203,92.0504,2024,18
2024-07-30,Organic Shopping,129,0,0,0.1395,80.4264,2024,18
2024-07-30,Organic Social,80,0,0,0.15,81.7625,2024,18
2024-07-30,Organic Video,0,0,0,0,0,2024,18
2024-07-30,Paid Other,23,0,0,0.3043,72.1739,2024,18
2024-07-30,Paid Search,1498,15859.1,23,0.0928,164.6295,2024,18
2024-07-30,Paid Shopping,2028,11099.5,21,0.2579,59.4842,2024,18
2024-07-30,Paid Social,1066,0,1,0.0985,66.6923,2024,18
2024-07-30,Referral,96,2810,2,0.1771,74.4375,2024,18
2024-07-30,SMS,28,0,0,0.5357,85.7857,2024,18
2024-07-30,Unassigned,206,0,0,0.9369,47.767,2024,18
2024-07-31,Affiliates,134,6351.5,9,0.2687,90.4925,2024,18
2024-07-31,Cross-network,41,0,0,0.3171,23.3415,2024,18
2024-07-31,Direct,1332,12903.5,12,0.244,97.518,2024,18
2024-07-31,Display,38,0,0,0.1842,63.3947,2024,18
2024-07-31,Email,96,0,0,0.3229,61.7813,2024,18
2024-07-31,Organic Search,2477,9675.5,20,0.2055,99.9621,2024,18
2024-07-31,Organic Shopping,114,924,1,0.1228,76.8947,2024,18
2024-07-31,Organic Social,74,0,0,0.2162,70.2162,2024,18
2024-07-31,Organic Video,1,0,0,0,213,2024,18
2024-07-31,Paid Other,14,0,0,0,261,2024,18
2024-07-31,Paid Search,1379,7301.1,8,0.1001,150.8644,2024,18
2024-07-31,Paid Shopping,1608,6824,13,0.2593,67.3526,2024,18
2024-07-31,Paid Social,988,910,1,0.0931,78.084,2024,18
2024-07-31,Referral,110,587,2,0.1909,95.4545,2024,18
2024-07-31,SMS,18,0,0,0.4444,48.2778,2024,18
2024-07-31,Unassigned,237,278,1,0.9072,38.5359,2024,18
2024-08-01,Affiliates,155,4700,6,0.2258,107.5871,2024,18
2024-08-01,Cross-network,23,0,0,0.1304,42.7391,2024,18
2024-08-01,Direct,1295,6369.1,12,0.2332,98.8571,2024,18
2024-08-01,Display,58,397,1,0.2759,63.8621,2024,18
2024-08-01,Email,84,627,1,0.2976,43.6429,2024,18
2024-08-01,Organic Search,2601,8701,19,0.2065,105.857,2024,18
2024-08-01,Organic Shopping,98,0,0,0.1837,77.8673,2024,18
2024-08-01,Organic Social,68,195,2,0.2353,97.5588,2024,18
2024-08-01,Organic Video,0,0,0,0,0,2024,18
2024-08-01,Paid Other,22,0,0,0.2273,79.4545,2024,18
2024-08-01,Paid Search,1423,6951,13,0.0935,164.033,2024,18
2024-08-01,Paid Shopping,1881,5555,13,0.2499,69.8315,2024,18
2024-08-01,Paid Social,1185,84,2,0.0979,68.0338,2024,18
2024-08-01,Referral,104,98,1,0.1635,108.2115,2024,18
2024-08-01,SMS,14,0,0,0.3571,14.5714,2024,18
2024-08-01,Unassigned,235,0,0,0.9404,42.7106,2024,18
2024-08-02,Affiliates,128,636,3,0.1406,84.1641,2024,18
2024-08-02,Cross-network,30,95,1,0.3,32.5,2024,18
2024-08-02,Direct,1340,8563,7,0.2291,104.8567,2024,18
2024-08-02,Display,49,0,0,0.2449,68.7143,2024,18
2024-08-02,Email,66,0,0,0.3788,86.4242,2024,18
2024-08-02,Organic Search,2503,5851,7,0.2113,94.8058,2024,18
2024-08-02,Organic Shopping,133,36,1,0.1805,113.6241,2024,18
2024-08-02,Organic Social,113,0,0,0.2035,78.6549,2024,18
2024-08-02,Organic Video,0,0,0,0,0,2024,18
2024-08-02,Paid Other,23,0,0,0.1304,102.2609,2024,18
2024-08-02,Paid Search,1597,6899,14,0.0839,163.6306,2024,18
2024-08-02,Paid Shopping,1969,7054,13,0.2392,65.8481,2024,18
2024-08-02,Paid Social,1141,2107,2,0.0745,75.2296,2024,18
2024-08-02,Referral,91,0,0,0.1319,135.8901,2024,18
2024-08-02,SMS,12,0,0,0.25,63.1667,2024,18
2024-08-02,Unassigned,215,615,1,0.9442,46.5907,2024,18
2024-08-03,Affiliates,136,7278,6,0.2574,112.3676,2024,18
2024-08-03,Cross-network,30,0,0,0.4,36.2333,2024,18
2024-08-03,Direct,1668,14328.5,15,0.2182,121.801,2024,18
2024-08-03,Display,50,0,0,0.3,41.2,2024,18
2024-08-03,Email,1670,3319,4,0.1078,117.7994,2024,18
2024-08-03,Organic Search,3013,15307,17,0.2214,101.3575,2024,18
2024-08-03,Organic Shopping,161,0,0,0.1739,89.2919,2024,18
2024-08-03,Organic Social,97,0,0,0.1443,111.4227,2024,18
2024-08-03,Organic Video,0,0,0,0,0,2024,18
2024-08-03,Paid Other,23,0,0,0.1739,137.1739,2024,18
2024-08-03,Paid Search,1689,6837,10,0.0705,167.4636,2024,18
2024-08-03,Paid Shopping,2326,4577,13,0.2365,66.8994,2024,18
2024-08-03,Paid Social,1284,327,1,0.0724,79.8006,2024,18
2024-08-03,Referral,119,1100.5,3,0.2017,83.0168,2024,18
2024-08-03,SMS,7,0,0,0.2857,157.2857,2024,18
2024-08-03,Unassigned,324,0,0,0.9198,45.2253,2024,18
2024-08-04,Affiliates,159,449,1,0.2327,79.3585,2024,18
2024-08-04,Cross-network,31,0,0,0.3548,46.7097,2024,18
2024-08-04,Direct,1848,10092,17,0.2224,135.191,2024,18
2024-08-04,Display,43,0,0,0.2326,57.9767,2024,18
2024-08-04,Email,476,2653,3,0.25,101.5399,2024,18
2024-08-04,Organic Search,3664,15851.5,25,0.2181,96.0338,2024,18
2024-08-04,Organic Shopping,207,0,1,0.2174,84.372,2024,18
2024-08-04,Organic Social,94,0,0,0.1809,100.766,2024,18
2024-08-04,Organic Video,0,0,0,0,0,2024,18
2024-08-04,Paid Other,27,0,1,0.2222,77.8889,2024,18
2024-08-04,Paid Search,2111,10437.1,16,0.0843,177.855,2024,18
2024-08-04,Paid Shopping,2760,11439,15,0.2464,68.3667,2024,18
2024-08-04,Paid Social,1485,396,2,0.0828,77.3455,2024,18
2024-08-04,Referral,134,184,1,0.1567,90.306,2024,18
2024-08-04,SMS,3,0,0,1,0,2024,18
2024-08-04,Unassigned,326,677,2,0.8865,35.5276,2024,18
2024-08-05,Affiliates,194,3305,6,0.1907,87.6804,2024,19
2024-08-05,Cross-network,42,0,0,0.3095,26.8095,2024,19
2024-08-05,Direct,1466,7428,15,0.2278,98.0546,2024,19
2024-08-05,Display,47,0,0,0.234,78.8085,2024,19
2024-08-05,Email,208,2093,3,0.2933,109.7933,2024,19
2024-08-05,Organic Search,2977,4236,9,0.212,92.2264,2024,19
2024-08-05,Organic Shopping,141,1316,3,0.2057,78.2128,2024,19
2024-08-05,Organic Social,81,0,0,0.1728,94.716,2024,19
2024-08-05,Organic Video,0,0,0,0,0,2024,19
2024-08-05,Paid Other,20,0,0,0.1,61.7,2024,19
2024-08-05,Paid Search,1640,10480.5,17,0.0976,165.3756,2024,19
2024-08-05,Paid Shopping,2301,6827,18,0.2425,70.8801,2024,19
2024-08-05,Paid Social,1239,0,1,0.0839,74.0065,2024,19
2024-08-05,Referral,116,622.5,1,0.181,117.5517,2024,19
2024-08-05,SMS,9,0,0,0.4444,65.3333,2024,19
2024-08-05,Unassigned,274,379,1,0.9051,41.1642,2024,19
2024-08-06,Affiliates,144,9024,6,0.1875,104.2917,2024,19
2024-08-06,Cross-network,30,0,0,0.3333,63.7667,2024,19
2024-08-06,Direct,1357,2832,9,0.2447,101.3331,2024,19
2024-08-06,Display,42,0,0,0.2143,72.3095,2024,19
2024-08-06,Email,124,2973,1,0.3306,83.8387,2024,19
2024-08-06,Organic Search,2819,7356,11,0.1926,90.3551,2024,19
2024-08-06,Organic Shopping,160,158,1,0.1688,91.4938,2024,19
2024-08-06,Organic Social,94,0,0,0.2128,67.734,2024,19
2024-08-06,Organic Video,5,0,0,0.4,5.4,2024,19
2024-08-06,Paid Other,19,0,0,0.2632,94.2632,2024,19
2024-08-06,Paid Search,1541,3015.5,9,0.0954,164.4899,2024,19
2024-08-06,Paid Shopping,1920,3394,13,0.2359,61.9891,2024,19
2024-08-06,Paid Social,1295,0,0,0.0873,71.1266,2024,19
2024-08-06,Referral,119,0,0,0.1513,86.8655,2024,19
2024-08-06,SMS,3,0,0,0.6667,55.3333,2024,19
2024-08-06,Unassigned,229,6064,2,0.9345,33.8472,2024,19
2024-08-07,Affiliates,144,1692,2,0.2153,91.2708,2024,19
2024-08-07,Cross-network,36,0,0,0.3611,46.0278,2024,19
2024-08-07,Direct,1325,10534,12,0.2408,106.4611,2024,19
2024-08-07,Display,38,0,0,0.3158,53.7632,2024,19
2024-08-07,Email,84,327,1,0.2976,108.0357,2024,19
2024-08-07,Organic Search,2739,6673.5,14,0.2048,96.3487,2024,19
2024-08-07,Organic Shopping,146,234,1,0.1712,99.2808,2024,19
2024-08-07,Organic Social,99,0,0,0.2222,76.2626,2024,19
2024-08-07,Organic Video,2,0,0,1,6,2024,19
2024-08-07,Paid Other,17,0,0,0.1765,129.8235,2024,19
2024-08-07,Paid Search,1600,7804,11,0.0856,167.78,2024,19
2024-08-07,Paid Shopping,1936,4989,18,0.2397,76.064,2024,19
2024-08-07,Paid Social,1189,0,0,0.0749,77.6468,2024,19
2024-08-07,Referral,104,0,0,0.1923,105.6827,2024,19
2024-08-07,SMS,2,0,0,0,51,2024,19
2024-08-07,Unassigned,215,1546,2,0.8837,50.186,2024,19
2024-08-08,Affiliates,167,1213,5,0.1796,186.6527,2024,19
2024-08-08,Cross-network,43,0,0,0.2326,42.7442,2024,19
2024-08-08,Direct,1456,2267.1,3,0.215,100.7589,2024,19
2024-08-08,Display,48,0,0,0.25,107.0625,2024,19
2024-08-08,Email,1169,919,3,0.0804,121.5637,2024,19
2024-08-08,Organic Search,2813,6758,13,0.1873,110.0409,2024,19
2024-08-08,Organic Shopping,183,98,2,0.2732,92.9344,2024,19
2024-08-08,Organic Social,71,0,0,0.169,91.3662,2024,19
2024-08-08,Organic Video,2,0,0,1,3.5,2024,19
2024-08-08,Paid Other,28,0,0,0.1071,157.5,2024,19
2024-08-08,Paid Search,1690,2210,5,0.0929,188.9769,2024,19
2024-08-08,Paid Shopping,2036,5580,12,0.252,67.2466,2024,19
2024-08-08,Paid Social,1233,524,1,0.1014,75.6902,2024,19
2024-08-08,Referral,92,85,1,0.1522,98.4457,2024,19
2024-08-08,SMS,6,0,0,0,196.6667,2024,19
2024-08-08,Unassigned,277,0,0,0.9061,58.1011,2024,19
2024-08-09,Affiliates,155,6120,4,0.1935,126.471,2024,19
2024-08-09,Cross-network,31,95,1,0.1935,91.8387,2024,19
2024-08-09,Direct,1322,8934.1,11,0.233,108,2024,19
2024-08-09,Display,59,0,0,0.1695,81,2024,19
2024-08-09,Email,660,0,0,0.2303,93.3591,2024,19
2024-08-09,Organic Search,2735,5768.6,11,0.2117,104.1258,2024,19
2024-08-09,Organic Shopping,142,0,0,0.1761,80.4225,2024,19
2024-08-09,Organic Social,69,0,0,0.1014,71.2609,2024,19
2024-08-09,Organic Video,1,0,0,1,4,2024,19
2024-08-09,Paid Other,23,0,0,0.087,165.7826,2024,19
2024-08-09,Paid Search,1576,3859,4,0.0857,175.1409,2024,19
2024-08-09,Paid Shopping,1687,3952,10,0.2531,77.8269,2024,19
2024-08-09,Paid Social,1039,0,0,0.0741,71.5871,2024,19
2024-08-09,Referral,100,0,0,0.17,150.5,2024,19
2024-08-09,SMS,1,0,0,0,32,2024,19
2024-08-09,Unassigned,233,328,1,0.9614,44.2103,2024,19
2024-08-10,Affiliates,162,3728,4,0.1852,112.463,2024,19
2024-08-10,Cross-network,39,0,0,0.4615,23.5641,2024,19
